table,row_key,column,v1_1_value,gold_v2_value,note
rates_by_run.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|repeat_idx=pooled|metric=passed|method=clopper_pearson,estimate,0.909524,0.866667,
rates_by_run.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|repeat_idx=pooled|metric=passed|method=clopper_pearson,ci_low,0.862317,0.813091,
rates_by_run.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|repeat_idx=pooled|metric=passed|method=clopper_pearson,ci_high,0.944646,0.909539,
rates_by_run.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|repeat_idx=pooled|metric=passed|method=wilson,k,191,182,
rates_by_run.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|repeat_idx=pooled|metric=passed|method=wilson,estimate,0.909524,0.866667,
rates_by_run.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|repeat_idx=pooled|metric=passed|method=wilson,ci_low,0.863021,0.814045,
rates_by_run.csv,exp_id=e1_v2a|run_id=e1_v2a_20260915T153333Z|prompt_version=v2a|repeat_idx=pooled|metric=passed|method=wilson,ci_high,0.941313,0.906115,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=category_match|method=clopper_pearson,k,65,62,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=category_match|method=clopper_pearson,estimate,0.928571,0.885714,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=category_match|method=clopper_pearson,ci_low,0.841128,0.787172,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=category_match|method=clopper_pearson,ci_high,0.976402,0.949348,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=category_match|method=wilson,k,65,62,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=category_match|method=wilson,estimate,0.928571,0.885714,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=category_match|method=wilson,ci_low,0.843446,0.790358,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=category_match|method=wilson,ci_high,0.969106,0.940939,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=passed|method=clopper_pearson,k,64,61,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=passed|method=clopper_pearson,estimate,0.914286,0.871429,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=passed|method=clopper_pearson,ci_low,0.822714,0.769912,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=passed|method=clopper_pearson,ci_high,0.967892,0.939487,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=passed|method=wilson,k,64,61,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=passed|method=wilson,estimate,0.914286,0.871429,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=passed|method=wilson,ci_low,0.825343,0.773352,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=0|metric=passed|method=wilson,ci_high,0.960123,0.930859,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=category_match|method=clopper_pearson,k,64,63,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=category_match|method=clopper_pearson,estimate,0.914286,0.900000,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=category_match|method=clopper_pearson,ci_low,0.822714,0.804754,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=category_match|method=clopper_pearson,ci_high,0.967892,0.958840,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=category_match|method=wilson,k,64,63,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=category_match|method=wilson,estimate,0.914286,0.900000,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=category_match|method=wilson,ci_low,0.825343,0.807671,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=category_match|method=wilson,ci_high,0.960123,0.950711,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=passed|method=clopper_pearson,k,64,63,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=passed|method=clopper_pearson,estimate,0.914286,0.900000,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=passed|method=clopper_pearson,ci_low,0.822714,0.804754,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=passed|method=clopper_pearson,ci_high,0.967892,0.958840,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=passed|method=wilson,k,64,63,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=passed|method=wilson,estimate,0.914286,0.900000,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=passed|method=wilson,ci_low,0.825343,0.807671,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=1|metric=passed|method=wilson,ci_high,0.960123,0.950711,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=category_match|method=clopper_pearson,k,64,63,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=category_match|method=clopper_pearson,estimate,0.914286,0.900000,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=category_match|method=clopper_pearson,ci_low,0.822714,0.804754,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=category_match|method=clopper_pearson,ci_high,0.967892,0.958840,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=category_match|method=wilson,k,64,63,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=category_match|method=wilson,estimate,0.914286,0.900000,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=category_match|method=wilson,ci_low,0.825343,0.807671,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=category_match|method=wilson,ci_high,0.960123,0.950711,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=passed|method=clopper_pearson,k,64,63,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=passed|method=clopper_pearson,estimate,0.914286,0.900000,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=passed|method=clopper_pearson,ci_low,0.822714,0.804754,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=passed|method=clopper_pearson,ci_high,0.967892,0.958840,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=passed|method=wilson,k,64,63,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=passed|method=wilson,estimate,0.914286,0.900000,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=passed|method=wilson,ci_low,0.825343,0.807671,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=2|metric=passed|method=wilson,ci_high,0.960123,0.950711,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=category_match|method=clopper_pearson,k,193,188,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=category_match|method=clopper_pearson,estimate,0.919048,0.895238,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=category_match|method=clopper_pearson,ci_low,0.873551,0.845691,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=category_match|method=clopper_pearson,ci_high,0.952136,0.933173,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=category_match|method=wilson,k,193,188,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=category_match|method=wilson,estimate,0.919048,0.895238,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=category_match|method=wilson,ci_low,0.874195,0.846482,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=category_match|method=wilson,ci_high,0.948845,0.929794,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=passed|method=clopper_pearson,k,192,187,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=passed|method=clopper_pearson,estimate,0.914286,0.890476,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=passed|method=clopper_pearson,ci_low,0.867917,0.840202,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=passed|method=clopper_pearson,ci_high,0.948408,0.929292,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=passed|method=wilson,k,192,187,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=passed|method=wilson,estimate,0.914286,0.890476,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=passed|method=wilson,ci_low,0.868592,0.841021,
rates_by_run.csv,exp_id=e1_v2b|run_id=e1_v2b_20260915T153711Z|prompt_version=v2b|repeat_idx=pooled|metric=passed|method=wilson,ci_high,0.945095,0.925902,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=category_match|method=clopper_pearson,k,57,56,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=category_match|method=clopper_pearson,estimate,0.814286,0.800000,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=category_match|method=clopper_pearson,ci_low,0.703385,0.687264,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=category_match|method=clopper_pearson,ci_high,0.897239,0.886120,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=category_match|method=wilson,k,57,56,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=category_match|method=wilson,estimate,0.814286,0.800000,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=category_match|method=wilson,ci_low,0.707744,0.691834,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=category_match|method=wilson,ci_high,0.888127,0.876953,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=passed|method=clopper_pearson,k,57,56,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=passed|method=clopper_pearson,estimate,0.814286,0.800000,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=passed|method=clopper_pearson,ci_low,0.703385,0.687264,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=passed|method=clopper_pearson,ci_high,0.897239,0.886120,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=passed|method=wilson,k,57,56,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=passed|method=wilson,estimate,0.814286,0.800000,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=passed|method=wilson,ci_low,0.707744,0.691834,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=0|metric=passed|method=wilson,ci_high,0.888127,0.876953,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=category_match|method=clopper_pearson,k,57,56,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=category_match|method=clopper_pearson,estimate,0.814286,0.800000,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=category_match|method=clopper_pearson,ci_low,0.703385,0.687264,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=category_match|method=clopper_pearson,ci_high,0.897239,0.886120,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=category_match|method=wilson,k,57,56,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=category_match|method=wilson,estimate,0.814286,0.800000,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=category_match|method=wilson,ci_low,0.707744,0.691834,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=category_match|method=wilson,ci_high,0.888127,0.876953,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=passed|method=clopper_pearson,k,57,56,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=passed|method=clopper_pearson,estimate,0.814286,0.800000,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=passed|method=clopper_pearson,ci_low,0.703385,0.687264,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=passed|method=clopper_pearson,ci_high,0.897239,0.886120,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=passed|method=wilson,k,57,56,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=passed|method=wilson,estimate,0.814286,0.800000,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=passed|method=wilson,ci_low,0.707744,0.691834,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=1|metric=passed|method=wilson,ci_high,0.888127,0.876953,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=category_match|method=clopper_pearson,k,55,54,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=category_match|method=clopper_pearson,estimate,0.785714,0.771429,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=category_match|method=clopper_pearson,ci_low,0.671315,0.655525,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=category_match|method=clopper_pearson,ci_high,0.874816,0.863343,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=category_match|method=wilson,k,55,54,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=category_match|method=wilson,estimate,0.785714,0.771429,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=category_match|method=wilson,ci_low,0.676088,0.660497,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=category_match|method=wilson,ci_high,0.865613,0.854119,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=passed|method=clopper_pearson,k,55,54,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=passed|method=clopper_pearson,estimate,0.785714,0.771429,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=passed|method=clopper_pearson,ci_low,0.671315,0.655525,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=passed|method=clopper_pearson,ci_high,0.874816,0.863343,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=passed|method=wilson,k,55,54,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=passed|method=wilson,estimate,0.785714,0.771429,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=passed|method=wilson,ci_low,0.676088,0.660497,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=2|metric=passed|method=wilson,ci_high,0.865613,0.854119,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=category_match|method=clopper_pearson,k,169,166,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=category_match|method=clopper_pearson,estimate,0.804762,0.790476,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=category_match|method=clopper_pearson,ci_low,0.744603,0.729118,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=category_match|method=clopper_pearson,ci_high,0.856100,0.843439,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=category_match|method=wilson,k,169,166,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=category_match|method=wilson,estimate,0.804762,0.790476,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=category_match|method=wilson,ci_low,0.745878,0.730463,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=category_match|method=wilson,ci_high,0.852696,0.840053,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=passed|method=clopper_pearson,k,169,166,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=passed|method=clopper_pearson,estimate,0.804762,0.790476,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=passed|method=clopper_pearson,ci_low,0.744603,0.729118,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=passed|method=clopper_pearson,ci_high,0.856100,0.843439,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=passed|method=wilson,k,169,166,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=passed|method=wilson,estimate,0.804762,0.790476,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=passed|method=wilson,ci_low,0.745878,0.730463,
rates_by_run.csv,exp_id=e1_v2c|run_id=e1_v2c_20260915T154039Z|prompt_version=v2c|repeat_idx=pooled|metric=passed|method=wilson,ci_high,0.852696,0.840053,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=category_match|method=clopper_pearson,k,64,61,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=category_match|method=clopper_pearson,estimate,0.914286,0.871429,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=category_match|method=clopper_pearson,ci_low,0.822714,0.769912,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=category_match|method=clopper_pearson,ci_high,0.967892,0.939487,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=category_match|method=wilson,k,64,61,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=category_match|method=wilson,estimate,0.914286,0.871429,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=category_match|method=wilson,ci_low,0.825343,0.773352,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=category_match|method=wilson,ci_high,0.960123,0.930859,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=passed|method=clopper_pearson,k,64,61,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=passed|method=clopper_pearson,estimate,0.914286,0.871429,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=passed|method=clopper_pearson,ci_low,0.822714,0.769912,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=passed|method=clopper_pearson,ci_high,0.967892,0.939487,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=passed|method=wilson,k,64,61,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=passed|method=wilson,estimate,0.914286,0.871429,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=passed|method=wilson,ci_low,0.825343,0.773352,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=0|metric=passed|method=wilson,ci_high,0.960123,0.930859,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=1|metric=category_match|method=clopper_pearson,k,64,61,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=1|metric=category_match|method=clopper_pearson,estimate,0.914286,0.871429,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=1|metric=category_match|method=clopper_pearson,ci_low,0.822714,0.769912,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=1|metric=category_match|method=clopper_pearson,ci_high,0.967892,0.939487,
rates_by_run.csv,exp_id=e1_v2d|run_id=e1_v2d_20260915T154407Z|prompt_version=v2d|repeat_idx=1|metric=category_match|method=wilson,k,64,61,
